labels,text
"['produces', 'much', 'meat', 'required']",Meat consumption is excessive. The meat industry produces way too much meat than required and therefore takes lives in a unnecessary amount
"['slicing', 'facilities', 'packing', 'industrial', 'processing']",Meat processing plants are more dangerous than plant facilities for vegetarians due to the need for industrial slicing and packing instruments.
"['culinary', 'adobt', 'gain', 'pressure', 'greater']","the more people adobt vegetarianism the greater the pressure to create good alternatives, which means we will actually gain culinary options."
"['laws', 'continued', 'break']",The meat industry by nature needs to violate animal rights laws to increase profits; the continued existence of the meat industry is an incentive to break laws.
"['absolutely', 'necessary', 'violation', 'kill', 'sentient']","Because animals are thinking, sentient creatures, it is a violation of their rights to kill them when it is not absolutely necessary for us."
"['practice', 'face', 'cultures', 'likely']","If vegetarianism is more widespread, cultures which practice it are less likely to face discrimination."
"['compassion', 'care', 'caring', 'sends', 'message', 'living']","Vegetarianism sends a message of compassion and care to other living beings, and would make them better more caring people."
"['team', 'sometimes']","Voices must be silenced sometimes to achieve universal ethical standards or to allow societies to move forward. Example: team leaders decide for the entire team, even when there are opinion differences. vegetarianism should be compulsory."
"['slicing', 'facilities', 'packing', 'industrial', 'processing']",Meat processing plants are more dangerous than plant facilities for vegetarians due to the need for industrial slicing and packing instruments.
"['slicing', 'facilities', 'packing', 'industrial', 'processing']",Meat processing plants are more dangerous than plant facilities for vegetarians due to the need for industrial slicing and packing instruments.
"['culinary', 'adobt', 'gain', 'pressure', 'greater']","the more people adobt vegetarianism the greater the pressure to create good alternatives, which means we will actually gain culinary options."
"['incredibly', 'complicity', 'prevents', 'cruel']","The meat industry is incredibly cruel to animals and causes a lot of suffering, going vegetarian prevents complicity in this suffering."
"['team', 'sometimes']","Voices must be silenced sometimes to achieve universal ethical standards or to allow societies to move forward. Example: team leaders decide for the entire team, even when there are opinion differences. vegetarianism should be compulsory."
"['cheaper', 'vegetables']","A vegetarian diet is cheaper than a meat-based one, since vegetables are cheaper than meats."
"['contain', 'processed', 'available', 'foods', 'products', 'unhealthy']","Many processed foods contain animals products like gelatin, which are very unhealthy and not available in vegetarianism."
"['industry', 'treating', 'without', 'animals', 'suffering']",The meat industry is treating animals poorly. Without the meat industry we have less suffering of animals.
"['consumption', 'concentrations', 'hormone', 'treatments', 'antibiotic']","A lot of meat has high concentrations of hormone and antibiotic treatments that are bad for human consumption, going vegetarian prevents consumption of these harmful chemicals."
"['change', 'boycotting', 'accountability', 'industry', 'gives']",The only way to get the meat industry to change is to force accountability through boycotting their products; adopting vegetarianism gives an incentive for the meat industry to change it's behavior.
"['absolutely', 'necessary', 'violation', 'kill', 'sentient']","Because animals are thinking, sentient creatures, it is a violation of their rights to kill them when it is not absolutely necessary for us."
"['autonomous', 'functions', 'muscle', 'majority', 'calories', 'calorie']",Meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.
"['return', 'promote', 'needed', 'native', 'lands']","We should adopt vegetarianism because it would mean less land needed to be cultivated, which would allow more lands to return to nature and promote native species."
"['keep', 'general', 'dishes', 'leading']","Vegetarian dishes and plants in general keep better, leading to less food waste."
"['ought', 'lifes', 'taking', 'unjustified', 'even']","Eating meat is immoral, We are unjustified in taking lifes even of animals therefore we ought to adopt vegetarianism."
"['contains', 'chemicals', 'bad']","vegetarianism is better for the body, because meat contains chemicals that are bad for the body."
"['mistreat', 'know', 'wrong', 'society']",We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals
"['place', 'dying', 'suffer', 'pain', 'better']","Pain and suffer are bad, with less animals dying because of vegetarianism, the world will be a better place"
"['switch', 'money', 'save', 'considerable', 'amount']",Many people would save a considerable amount of money if they switch to vegetarianism.
"['morally', 'cause', 'feel', 'pain']","vegetarianism is morally right, because animals feel pain and fear, and we shouldn't cause it to them."
"['experience', 'sophisticated']","A vegetarian diet encourages people to try a more diverse range of international cuisines, leading to both a more sophisticated experience of world cultures and a more pleasurable eating experience."
"['opportunity', 'communities']",Vegetarians have communities around the world that offer emotional support and the opportunity to meet new friends. You should adopt vegetarianism in order to have the opportunity to join these communities.
"['cultivating', 'divert', 'wealthy', 'rather', 'helping']",We should adopt vegetarianism because it would dramatically reduce waste and allow us to divert our resources to helping people rather than cultivating cattle for wealthy people to eat.
"['pain', 'avoid', 'causing', 'attempted']","Animals feel pain. In the same way that we attempted to avoid causing people pain, we should avoid causing animals pain"
"['cows', 'equivalent', 'sheep', 'obviously', 'vegitarianism']",Eating animals such as cows and sheep is immoral and is equivalent to murder. Vegitarianism is obviously more moral.
"['improves', 'relationships', 'may', 'reduce']","Vegetarianism improves the relationships of people with all animals, and that may reduce animal cruelty."
"['humans', 'viable', 'survival', 'refrain', 'taking', 'exist']","As long it is not damaging to the survival of humans, we should refrain from taking lives of other animal. Viable alternatives to meat consumption exist and are accessible to most humans"
"['industry', 'treating', 'without', 'animals', 'suffering']",The meat industry is treating animals poorly. Without the meat industry we have less suffering of animals.
"['awareness', 'inherently', 'raise', 'ending', 'cruelty']","Going vegetarian will raise awareness about and reduce cruelty to animals, and ending the suffering of sentient beings is inherently good."
"['consists', 'cattle', 'cruel', 'raising']","Vegetarianism is a more moral lifestyle, as cattle raising consists of many cruel practices."
"['commit', 'violent', 'routinely', 'crimes', 'every', 'worker']",People that kill routinely tend to think death has less meaning; every worker of the industry will be more likely to commit violent crimes against humans.
"['autonomous', 'functions', 'muscle', 'majority', 'calories', 'calorie']",Meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.
"['increased', 'antibiotic']",The increased demand for meat products led to the industrialization of livestock raising. This has resulted in the increased instances of antibiotic use ans thus the creation of antibiotic resistant super-viruses.
"['team', 'sometimes']","Voices must be silenced sometimes to achieve universal ethical standards or to allow societies to move forward. Example: team leaders decide for the entire team, even when there are opinion differences. vegetarianism should be compulsory."
"['across', 'level', 'broader', 'efficacy', 'depends', 'achieve']","Vegetarianism depends on many people making a personal change for success, so the only way we can achieve efficacy is if we adopt it on a broader level across people."
"['gas', 'cowes', 'co2']","CO2 gas created by cowes warm the planet, with more people adopting vegetarianism there are less cowes and less CO2 GAS"
"['try', 'also', 'society', 'one', 'part', 'like']","One society will adopts’s the vegetarian life , other people also would like to try it and be part of it"
"['experience', 'sophisticated']","A vegetarian diet encourages people to try a more diverse range of international cuisines, leading to both a more sophisticated experience of world cultures and a more pleasurable eating experience."
"['cheaper', 'vegetables']","A vegetarian diet is cheaper than a meat-based one, since vegetables are cheaper than meats."
"['suffering', 'avoids', 'always', 'beyond', 'tough']","Eating meat causes more suffering to animals beyond being killed, since they are always grown in tough conditions. Vegetarianism avoids all that suffering."
"['team', 'sometimes']","Voices must be silenced sometimes to achieve universal ethical standards or to allow societies to move forward. Example: team leaders decide for the entire team, even when there are opinion differences. vegetarianism should be compulsory."
"['contains', 'chemicals', 'bad']","vegetarianism is better for the body, because meat contains chemicals that are bad for the body."
"['improperly', 'poisoning', 'food', 'borne', 'common']","If meat is improperly stored, it can lead to food poisoning and other food borne sicknesses, which is less common in vegetarianism."
"['change', 'boycotting', 'accountability', 'industry', 'gives']",The only way to get the meat industry to change is to force accountability through boycotting their products; adopting vegetarianism gives an incentive for the meat industry to change it's behavior.
"['mistreat', 'know', 'wrong', 'society']",We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals
"['practice', 'face', 'cultures', 'likely']","If vegetarianism is more widespread, cultures which practice it are less likely to face discrimination."
"['send', 'internalize', 'relationships', 'message', 'may']","By adopting vegetarianism, we send to people the message of do no harm, and they may internalize it to their relationships with human beings."
"['cows', 'equivalent', 'sheep', 'obviously', 'vegitarianism']",Eating animals such as cows and sheep is immoral and is equivalent to murder. Vegitarianism is obviously more moral.
"['matters', 'rights', 'suffering', 'adopt']",We should adopt vegetarianism because animals have rights and their suffering matters
"['psychologically', 'workday', 'avoidable', 'spend', 'damaging', 'entire']","It can be psychologically damaging to spend the entire workday slaughtering animals, which is avoidable under vegetarianism."
"['lived', 'difference', 'neither', 'experiences', 'would', 'fundamental']","We should adopt vegetarianism because there is no fundamental difference between the lived experiences of humans and animals, and so if we would not like to be eaten, neither would they."
"['send', 'internalize', 'relationships', 'message', 'may']","By adopting vegetarianism, we send to people the message of do no harm, and they may internalize it to their relationships with human beings."
"['rearing', 'automate', 'price']","Animal rearing jobs are difficult to automate and will likely increase the price of meat consumption going into the future, making vegetarianism the cheaper option."
"['heavier', 'greasier', 'encourages', 'dishes', 'tend']","Vegetarianism encourages healthier eating when you're going out, since meat dishes tend to be greasier and heavier than vegetarian ones."
"['cuisine', 'saturated', 'problems', 'leading', 'high', 'health']","Animal based cuisine is high in saturated fats, leading to health problems in humans"
"['warming', 'global', 'decreases', 'contribution']","The meat industry contributes to global warming as animals produce methane that plants don't, so vegetarianism decreases personal contribution to global warming."
"['killing', 'taste', 'therefor', 'food', 'survive']",Killing animals for food is wrong. With our modern to technology we can survive on food other than meat and therefor killing animals just for the taste of meat is wrong.
"['issue', 'pushing', 'continuously', 'effectively', 'infinite', 'children']","By pushing animals to continuously breed and then treating their children horribly, humans are causing effectively infinite suffering to animals which isn't an issue in vegetarianism."
"['autonomous', 'functions', 'muscle', 'majority', 'calories', 'calorie']",Meat is an inefficient method of calorie production because the majority of calories consumed by animals go into autonomous functions other than muscle growth.
"['speak', 'unethical', 'slaughter', 'cannot', 'slaughtering', 'living']",its unethical to slaughter a living being that cannot speak for them selfs. more vegetarians means less slaughtering .
"['make', 'eat', 'aware', 'habits', 'outside']","Most people eat things by habits or because of outside pressure, vegetarianism will make them more aware to what they eat and what they don't, which can make them healthier"
"['opportunity', 'communities']",Vegetarians have communities around the world that offer emotional support and the opportunity to meet new friends. You should adopt vegetarianism in order to have the opportunity to join these communities.
"['anyone', 'globe', 'unethical', 'harmful', 'everyone', 'individual']","We should adopt vegetarianism because eating meat would be harmful for the globe if everyone did it, and therefore it is unethical for anyone to do it, even if the individual harm is small."
"['requires', 'transporting', 'refrigeration', 'processing']","Transporting animals requires more refrigeration and processing than plants for vegetarianism, which requires more energy."
"['processes', 'made', 'genetic', 'grafting', 'available', 'effectively']","Through processes like grafting and genetic modification, effectively infinite plants can be made available for vegetarian consumption."
"['change', 'boycotting', 'accountability', 'industry', 'gives']",The only way to get the meat industry to change is to force accountability through boycotting their products; adopting vegetarianism gives an incentive for the meat industry to change it's behavior.
"['make', 'eat', 'aware', 'habits', 'outside']","Most people eat things by habits or because of outside pressure, vegetarianism will make them more aware to what they eat and what they don't, which can make them healthier"
"['growing', 'environment', 'helps', 'becoming']","Growing animals harms the environment way more than growing plants, therefore becoming vegetarians helps the environment."
"['sorce', 'vetamens', 'nutrition', 'come', 'natural', 'still']","Vegetarian nutrition is good for the human, they can get and eat food that it’s sorce come from natural and still to have the vetamens that they need."
"['compassion', 'care', 'caring', 'sends', 'message', 'living']","Vegetarianism sends a message of compassion and care to other living beings, and would make them better more caring people."
"['switch', 'money', 'save', 'considerable', 'amount']",Many people would save a considerable amount of money if they switch to vegetarianism.
"['practice', 'face', 'cultures', 'likely']","If vegetarianism is more widespread, cultures which practice it are less likely to face discrimination."
"['intrinsically', 'secondary', 'whether', 'fact', 'act', 'another']",It is immoral to harm another being and whether or not animals intrinsically have rights is secondary to the fact that we should act as moral beings.
"['different', 'fundamentally', 'experience', 'become', 'sentient']",We should become vegetarians because animals are sentient and their experience is not fundamentally different than that of a human
"['show', 'mercy', 'companion', 'society', 'make']",Not adopting the vegetarian life we make a society that doesn’t have companion to other animals to show them mercy
"['borne', 'illnesses', 'sick']","There are more meat borne illnesses than plant borne ones, so vegetarians are less likely to get sick from food consumption."
"['industry', 'treating', 'without', 'animals', 'suffering']",The meat industry is treating animals poorly. Without the meat industry we have less suffering of animals.
"['knows', 'empathy']","We should adopt vegetarianism because every human being with empathy intuitively knows it is wrong to torture animals, but the meat industry could not operate without treating animals poorly, so we are acting unethically intentionally."
"['cuisine', 'saturated', 'problems', 'leading', 'high', 'health']","Animal based cuisine is high in saturated fats, leading to health problems in humans"
"['exists', 'attempt', 'inflict', 'reducing', 'meatless']",We should attempt to reduce the amount of suffering that exists in the world by reducing the pain we inflict and eating a meatless diet.
"['step', 'equal', 'first', 'respecting', 'rights']",Vegetarianism is the first step to respecting the rights of animals as equal to humans.
"['greenhouse', 'farms', 'produce', 'environment', 'lot']",Adopting vegetarianism is very important for the environment because animal farms produce a lot of greenhouse gases.
"['conventional', 'omnivore', 'western', 'common', 'healthier', 'diets']",We should adopt vegetarianism because it is healthier than the conventional omnivore diets common in western countries.
"['near', 'easily', 'problem', 'spread', 'farms', 'working']","Working near animals and their waste can easily spread diseases, which isn't a problem on plant farms for vegetarianism."
"['cuisine', 'saturated', 'problems', 'leading', 'high', 'health']","Animal based cuisine is high in saturated fats, leading to health problems in humans"
"['involves', 'must', 'choice', 'killing']",Eating meat is immoral because it involves killing of animals who feel pain and suffering like us. The moral choice must be to adopt vegetarianism.
"['painful', 'obligation', 'driven']","The livestock industry uses practices that are painful and cruel to animals who are clearly sentient (inevitably driven by a profit motive), and we have a moral obligation to prevent such cruelty."
"['humanity', 'starving', 'therfore', 'feed', 'cheaper', 'people']",Having a vegetarian industry is cheaper and therfore humanity would be able to feed more people. Less starving people on earth.
"['linked', 'compared', 'lifespans', 'longer']",Vegetarianism has been linked to longer lifespans compared to those with non-vegetarian diets.
"['incentives', 'efforts', 'capitalist', 'cutting', 'mean']","In a capitalist society the meat industry have incentives only to make more profit, which can mean cutting down on efforts to reduce suffering to the animal."
"['pain', 'avoid', 'causing', 'attempted']","Animals feel pain. In the same way that we attempted to avoid causing people pain, we should avoid causing animals pain"
"['lived', 'difference', 'neither', 'experiences', 'would', 'fundamental']","We should adopt vegetarianism because there is no fundamental difference between the lived experiences of humans and animals, and so if we would not like to be eaten, neither would they."
"['deal', 'creates']",Breathing and maintaining animals for mead consumption creates huge environmental damages. Vegetarianism would reduce dramatically the amount of drinking water consumed and release a great deal of land for other uaes
"['borne', 'illnesses', 'sick']","There are more meat borne illnesses than plant borne ones, so vegetarians are less likely to get sick from food consumption."
"['return', 'promote', 'needed', 'native', 'lands']","We should adopt vegetarianism because it would mean less land needed to be cultivated, which would allow more lands to return to nature and promote native species."
"['bodies', 'contain', 'follow']","Well-planned vegan diets follow healthy eating guidelines, and contain all the nutrients that our bodies need."
"['ought', 'lifes', 'taking', 'unjustified', 'even']","Eating meat is immoral, We are unjustified in taking lifes even of animals therefore we ought to adopt vegetarianism."
"['creatures', 'slaughtering', 'pleasure', 'raising', 'sentient']",We should adopt vegetarianism because raising and slaughtering sentient creatures for pleasure is evil.
"['lived', 'difference', 'neither', 'experiences', 'would', 'fundamental']","We should adopt vegetarianism because there is no fundamental difference between the lived experiences of humans and animals, and so if we would not like to be eaten, neither would they."
"['deal', 'creates']",Breathing and maintaining animals for mead consumption creates huge environmental damages. Vegetarianism would reduce dramatically the amount of drinking water consumed and release a great deal of land for other uaes
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
"['awareness', 'inherently', 'raise', 'ending', 'cruelty']","Going vegetarian will raise awareness about and reduce cruelty to animals, and ending the suffering of sentient beings is inherently good."
"['pain', 'avoid', 'causing', 'attempted']","Animals feel pain. In the same way that we attempted to avoid causing people pain, we should avoid causing animals pain"
"['speak', 'unethical', 'slaughter', 'cannot', 'slaughtering', 'living']",its unethical to slaughter a living being that cannot speak for them selfs. more vegetarians means less slaughtering .
"['farmable', 'requirement', 'inefficient', 'demand', 'become', 'meet']","To meet the growing demand for food, meat is too inefficient and plants for vegetarianism will become a requirement for all farmable land."
"['experience', 'sophisticated']","A vegetarian diet encourages people to try a more diverse range of international cuisines, leading to both a more sophisticated experience of world cultures and a more pleasurable eating experience."
"['near', 'easily', 'problem', 'spread', 'farms', 'working']","Working near animals and their waste can easily spread diseases, which isn't a problem on plant farms for vegetarianism."
"['fruits', 'money', 'expensive']","Meat is more expensive than fruits and vegetables, therefore people who adopt vegetarianism will have more money"
"['selectively', 'bred', 'occur', 'breed', 'violation', 'forced']","Being forced to breed is a rights violation for all animals who are selectively bred in animal agriculture, which doesn't occur in vegetarianism."
"['compassion', 'care', 'caring', 'sends', 'message', 'living']","Vegetarianism sends a message of compassion and care to other living beings, and would make them better more caring people."
"['learn', 'us', 'pause', 'intelligent']","The more we learn about animals the more we learn how intelligent and feeling they are and how they behave in ways similar to us, which should give us pause before killing them for pleasure."
"['painful', 'obligation', 'driven']","The livestock industry uses practices that are painful and cruel to animals who are clearly sentient (inevitably driven by a profit motive), and we have a moral obligation to prevent such cruelty."
"['send', 'internalize', 'relationships', 'message', 'may']","By adopting vegetarianism, we send to people the message of do no harm, and they may internalize it to their relationships with human beings."
"['rearing', 'automate', 'price']","Animal rearing jobs are difficult to automate and will likely increase the price of meat consumption going into the future, making vegetarianism the cheaper option."
"['selectively', 'bred', 'occur', 'breed', 'violation', 'forced']","Being forced to breed is a rights violation for all animals who are selectively bred in animal agriculture, which doesn't occur in vegetarianism."
"['flatulence', 'breeding']","Eating animals is very bad for the environment. Animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment."
"['pay', 'generations', 'deplete', 'luxury']",We should adopt vegetarianism because it is unethical to deplete the Earth's resources for a luxury good when future generations will have to pay the price of our emissions and environmental degradation.
"['technology', 'sustain', 'lifestyle', 'avoid', 'unnecessary', 'death']",Humans have the technology to sustain vegetarian lifestyle and avoid unnecessary death
"['fruits', 'money', 'expensive']","Meat is more expensive than fruits and vegetables, therefore people who adopt vegetarianism will have more money"
"['compassion', 'care', 'caring', 'sends', 'message', 'living']","Vegetarianism sends a message of compassion and care to other living beings, and would make them better more caring people."
"['psychologically', 'workday', 'avoidable', 'spend', 'damaging', 'entire']","It can be psychologically damaging to spend the entire workday slaughtering animals, which is avoidable under vegetarianism."
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
"['farmable', 'requirement', 'inefficient', 'demand', 'become', 'meet']","To meet the growing demand for food, meat is too inefficient and plants for vegetarianism will become a requirement for all farmable land."
"['sorce', 'vetamens', 'nutrition', 'come', 'natural', 'still']","Vegetarian nutrition is good for the human, they can get and eat food that it’s sorce come from natural and still to have the vetamens that they need."
"['activism', 'largely']","Vegetarianism, as activism for the environment, puts the onus of climate activism unto the individual instead of larger corporations, the ones largely responsible."
"['food', 'interesting', 'adopted', 'constraint', 'giving', 'invent']",Vegetarian food is very very tasty. The constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.
"['mistreat', 'know', 'wrong', 'society']",We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals
"['variety', 'sustain', 'nutrients']",People are able to sustain themselves and get the nutrients they need in from a variety of vegetable-based foods. It is therefore unnecessary to hurt animals for food.
"['exists', 'attempt', 'inflict', 'reducing', 'meatless']",We should attempt to reduce the amount of suffering that exists in the world by reducing the pain we inflict and eating a meatless diet.
"['slicing', 'facilities', 'packing', 'industrial', 'processing']",Meat processing plants are more dangerous than plant facilities for vegetarians due to the need for industrial slicing and packing instruments.
"['contain', 'processed', 'available', 'foods', 'products', 'unhealthy']","Many processed foods contain animals products like gelatin, which are very unhealthy and not available in vegetarianism."
"['requires', 'transporting', 'refrigeration', 'processing']","Transporting animals requires more refrigeration and processing than plants for vegetarianism, which requires more energy."
"['gas', 'cowes', 'co2']","CO2 gas created by cowes warm the planet, with more people adopting vegetarianism there are less cowes and less CO2 GAS"
"['excepting', 'lab', 'great', 'companies', 'develop', 'mass']",Mass excepting of vegetarianism will create a great incentive to companies to develop better supplements as lab grown meat.
"['show', 'mercy', 'companion', 'society', 'make']",Not adopting the vegetarian life we make a society that doesn’t have companion to other animals to show them mercy
"['involves', 'must', 'choice', 'killing']",Eating meat is immoral because it involves killing of animals who feel pain and suffering like us. The moral choice must be to adopt vegetarianism.
"['suffer', 'causing']",When animals suffer they behave very similairly to the way humans act when they suffer. Therefore causing an animal to suffer is just as immoral as causing a human to suffer.
"['consuming', 'incredible', 'full', 'typically', 'filling', 'includes']","Consuming animals typically includes filling them full of chemicals and causing them incredible pain, unlike vegetarianism."
"['heavier', 'greasier', 'encourages', 'dishes', 'tend']","Vegetarianism encourages healthier eating when you're going out, since meat dishes tend to be greasier and heavier than vegetarian ones."
"['sorce', 'vetamens', 'nutrition', 'come', 'natural', 'still']","Vegetarian nutrition is good for the human, they can get and eat food that it’s sorce come from natural and still to have the vetamens that they need."
"['intrinsically', 'secondary', 'whether', 'fact', 'act', 'another']",It is immoral to harm another being and whether or not animals intrinsically have rights is secondary to the fact that we should act as moral beings.
"['activism', 'largely']","Vegetarianism, as activism for the environment, puts the onus of climate activism unto the individual instead of larger corporations, the ones largely responsible."
"['life', 'ourself', 'voluntee', 'special']","Creating a voluntee change in our life, like adopting vegetarianism, can make us better about ourself and give our life meaning- special when we help animals"
"['involves', 'must', 'choice', 'killing']",Eating meat is immoral because it involves killing of animals who feel pain and suffering like us. The moral choice must be to adopt vegetarianism.
"['intrinsically', 'secondary', 'whether', 'fact', 'act', 'another']",It is immoral to harm another being and whether or not animals intrinsically have rights is secondary to the fact that we should act as moral beings.
"['conventional', 'omnivore', 'western', 'common', 'healthier', 'diets']",We should adopt vegetarianism because it is healthier than the conventional omnivore diets common in western countries.
"['flatulence', 'breeding']","Eating animals is very bad for the environment. Animal flatulence produces methane which contributes to climate change; vegetarianism would require breeding fewer animals, which is good for the environment."
"['leave', 'shells', 'trash', 'environments', 'hunters', 'pollute']","Hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism."
"['food', 'interesting', 'adopted', 'constraint', 'giving', 'invent']",Vegetarian food is very very tasty. The constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.
"['fruits', 'money', 'expensive']","Meat is more expensive than fruits and vegetables, therefore people who adopt vegetarianism will have more money"
"['creatures', 'slaughtering', 'pleasure', 'raising', 'sentient']",We should adopt vegetarianism because raising and slaughtering sentient creatures for pleasure is evil.
"['show', 'mercy', 'companion', 'society', 'make']",Not adopting the vegetarian life we make a society that doesn’t have companion to other animals to show them mercy
"['psychologically', 'workday', 'avoidable', 'spend', 'damaging', 'entire']","It can be psychologically damaging to spend the entire workday slaughtering animals, which is avoidable under vegetarianism."
"['help', 'development', 'natural']","Eating meat is not good for the development of the our world, vegetarian life help help our natural resources."
"['life', 'ourself', 'voluntee', 'special']","Creating a voluntee change in our life, like adopting vegetarianism, can make us better about ourself and give our life meaning- special when we help animals"
"['diet', 'extremely', 'vegetarian', 'also']","Vegetarian diet is not only moral but also extremely yummy, not less than non-vegetarian diet."
"['less', 'prune', 'deseaes', 'sick', 'earth']",Vegetarian food is less prune to deseaes and therefore we will have less sick people in earth
"['place', 'dying', 'suffer', 'pain', 'better']","Pain and suffer are bad, with less animals dying because of vegetarianism, the world will be a better place"
"['ocean', 'destroying', 'replenished', 'reefs', 'including', 'biodiversity']","Over fishing is destroying biodiversity in the ocean, including reefs and all ocean fauna, which would be replenished under vegetarianism."
"['issue', 'pushing', 'continuously', 'effectively', 'infinite', 'children']","By pushing animals to continuously breed and then treating their children horribly, humans are causing effectively infinite suffering to animals which isn't an issue in vegetarianism."
"['team', 'sometimes']","Voices must be silenced sometimes to achieve universal ethical standards or to allow societies to move forward. Example: team leaders decide for the entire team, even when there are opinion differences. vegetarianism should be compulsory."
"['near', 'easily', 'problem', 'spread', 'farms', 'working']","Working near animals and their waste can easily spread diseases, which isn't a problem on plant farms for vegetarianism."
"['contain', 'processed', 'available', 'foods', 'products', 'unhealthy']","Many processed foods contain animals products like gelatin, which are very unhealthy and not available in vegetarianism."
"['sentience', 'creature', 'verify']","Animals are sentient creatures; we cannot verify the sentience of any living creature but have only reason to believe that animals are thinking, feeling creatures. Killing them is immoral."
"['useful', 'mitigating', 'typically', 'tool', 'calories', 'lower']","Plants typically have lower calories than meat, making vegetarianism a useful tool in mitigating obesity."
"['try', 'also', 'society', 'one', 'part', 'like']","One society will adopts’s the vegetarian life , other people also would like to try it and be part of it"
"['heavier', 'greasier', 'encourages', 'dishes', 'tend']","Vegetarianism encourages healthier eating when you're going out, since meat dishes tend to be greasier and heavier than vegetarian ones."
"['diet', 'extremely', 'vegetarian', 'also']","Vegetarian diet is not only moral but also extremely yummy, not less than non-vegetarian diet."
"['back', 'far', 'food', 'sustain']","vegetarianism is better in the longterm, because animals consume far more food then we get back from them, by not growing the animals we will eat the food and sustain more people."
"['make', 'eat', 'aware', 'habits', 'outside']","Most people eat things by habits or because of outside pressure, vegetarianism will make them more aware to what they eat and what they don't, which can make them healthier"
"['cheaper', 'vegetables']","A vegetarian diet is cheaper than a meat-based one, since vegetables are cheaper than meats."
"['commit', 'violent', 'routinely', 'crimes', 'every', 'worker']",People that kill routinely tend to think death has less meaning; every worker of the industry will be more likely to commit violent crimes against humans.
"['absolutely', 'necessary', 'violation', 'kill', 'sentient']","Because animals are thinking, sentient creatures, it is a violation of their rights to kill them when it is not absolutely necessary for us."
"['cows', 'equivalent', 'sheep', 'obviously', 'vegitarianism']",Eating animals such as cows and sheep is immoral and is equivalent to murder. Vegitarianism is obviously more moral.
"['produce', 'food']","Meat is a very inefficient way to make food, with the amount of energy and resources it takes to produce certain calories worth of vegetarian food you can produce alot less meat."
"['incredibly', 'complicity', 'prevents', 'cruel']","The meat industry is incredibly cruel to animals and causes a lot of suffering, going vegetarian prevents complicity in this suffering."
"['show', 'mercy', 'companion', 'society', 'make']",Not adopting the vegetarian life we make a society that doesn’t have companion to other animals to show them mercy
"['respect', 'order', 'kill', 'get', 'way']",We have a way to respect animals life by that we don’t eat them and kill them in order to get our food. Adopt vegetarian
"['water', 'saves', 'grow', 'used']","Growing animals for meat requires a lot more water than what is used to grow plant based food for human consumption, so vegetarianism saves water."
"['respect', 'order', 'kill', 'get', 'way']",We have a way to respect animals life by that we don’t eat them and kill them in order to get our food. Adopt vegetarian
"['towards', 'adoption', 'necessary', 'caused']","Because meat is not necessary for a healthy diet, the death and cruelty towards animals caused by meat production is unjustified, and therefore adoption vegetarianism is the moral action."
"['slaughtering', 'unnecessary', 'raising', 'causes', 'lot']",The mass-scale raising and slaughtering of animals causes a lot of unnecessary suffering and death.
"['consists', 'cattle', 'cruel', 'raising']","Vegetarianism is a more moral lifestyle, as cattle raising consists of many cruel practices."
"['across', 'level', 'broader', 'efficacy', 'depends', 'achieve']","Vegetarianism depends on many people making a personal change for success, so the only way we can achieve efficacy is if we adopt it on a broader level across people."
"['crulty', 'eating', 'applied', 'benefits', 'bad']","Eating meat can be bad for your health, and all benefits can be applied by eating vegetarian food; therefore there is no need to adopt animal crulty"
"['pain', 'avoid', 'causing', 'attempted']","Animals feel pain. In the same way that we attempted to avoid causing people pain, we should avoid causing animals pain"
"['speak', 'unethical', 'slaughter', 'cannot', 'slaughtering', 'living']",its unethical to slaughter a living being that cannot speak for them selfs. more vegetarians means less slaughtering .
"['selectively', 'bred', 'occur', 'breed', 'violation', 'forced']","Being forced to breed is a rights violation for all animals who are selectively bred in animal agriculture, which doesn't occur in vegetarianism."
"['food', 'interesting', 'adopted', 'constraint', 'giving', 'invent']",Vegetarian food is very very tasty. The constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.
"['moral', 'capacity', 'attribute', 'transgresses', 'significance', 'met']","Many criteria through which we attribute moral significance to people, like the capacity to feel pain, are met by animals, thus, it is unacceptable support a meat industry that transgresses the moral value of animals."
"['consists', 'cattle', 'cruel', 'raising']","Vegetarianism is a more moral lifestyle, as cattle raising consists of many cruel practices."
"['cuisine', 'saturated', 'problems', 'leading', 'high', 'health']","Animal based cuisine is high in saturated fats, leading to health problems in humans"
